user_id,signup_date,user_persona,subscription_plan,last_login_date,is_active,signup_month,days_since_signup,days_since_last_login,quizzes_created,tenure_days,segment,estimated_rev
QF1059,2024-10-12 19:07:19,Corporate Trainer,Enterprise,02-08-2024,False,2024-03,155,29,12.0,377.0,0,19.771476426116415
QF1060,2024-11-06 12:12:14,High School Teacher,Free,06-08-2024,True,2024-03,155,25,2.0,470.0,2,7.090780505499709
QF1061,2024-12-04 00:00:00,STEM Educator,Basic,17-08-2024,False,2024-03,155,30,6.0,327.0,1,20.86686400979175
QF1062,2024-02-19 04:15:39,University Professor,Pro,10-08-2024,True,2024-03,154,21,2.0,542.0,2,25.05851625953099
QF1063,2024-03-13 12:12:31,STEM Educator,Free,16-08-2024,False,2024-03,153,6,1.0,629.0,2,20.716255161838795
QF1064,2024-04-01 00:00:00,K-12 Tutor,Pro,26-08-2024,False,2024-04,152,29,5.0,574.0,1,23.862742346230256
QF1065,2024-04-01 00:00:00,Corporate Trainer,Basic,19-08-2024,True,2024-04,152,12,5.0,574.0,1,10.098524297176201
QF1066,2024-04-01 00:00:00,High School Teacher,Basic,10-08-2024,True,2024-04,152,21,1.0,574.0,1,24.061224164956243
QF1067,2024-04-02 00:00:00,Content Creator,Free,18-08-2024,False,2024-04,151,21,2.0,573.0,1,11.114236958500648
QF1068,2024-04-02 00:00:00,University Professor,Basic,09-08-2024,True,2024-04,151,22,5.0,573.0,1,22.643714580071837
QF1069,2024-04-02 00:00:00,K-12 Tutor,Basic,29-08-2024,True,2024-04,151,2,7.0,573.0,1,21.546453155379137
QF1070,2024-04-03 00:00:00,University Professor,Basic,01-08-2024,True,2024-04,150,30,2.0,572.0,1,11.947214169949053
QF1071,2024-04-04 00:00:00,High School Teacher,Basic,17-08-2024,True,2024-04,149,14,7.0,571.0,1,18.647931126774335
QF1072,2024-04-04 00:00:00,University Professor,Free,10-08-2024,False,2024-04,149,3,3.0,571.0,1,19.403960279256193
QF1073,2024-04-05 00:00:00,K-12 Tutor,Basic,26-08-2024,True,2024-04,148,5,1.0,570.0,1,18.92691322919603
QF1074,2024-04-05 00:00:00,Corporate Trainer,Pro,11-08-2024,True,2024-04,148,20,3.0,570.0,1,12.208379073911207
QF1075,2024-04-05 00:00:00,University Professor,Enterprise,03-08-2024,True,2024-04,148,28,15.0,570.0,0,26.6242029685402
QF1076,2024-04-05 00:00:00,Corporate Trainer,Free,26-08-2024,False,2024-04,148,9,2.0,570.0,1,18.762662729971787
QF1077,2024-04-06 00:00:00,K-12 Tutor,Free,27-08-2024,False,2024-04,147,3,1.0,569.0,1,13.240660844224191
QF1078,2024-04-06 00:00:00,University Professor,Pro,05-08-2024,True,2024-04,147,26,3.0,569.0,1,23.341779752712085
QF1079,2024-04-06 00:00:00,High School Teacher,Basic,27-08-2024,False,2024-04,147,12,5.0,569.0,1,9.550870262746155
QF1080,2024-04-07 00:00:00,K-12 Tutor,Basic,28-08-2024,True,2024-04,146,3,2.0,568.0,1,24.807467165938927
QF1081,2024-04-07 00:00:00,Content Creator,Basic,09-08-2024,True,2024-04,146,22,2.0,568.0,1,7.836091114262843
QF1082,2024-04-08 00:00:00,High School Teacher,Pro,18-08-2024,False,2024-04,145,28,6.0,567.0,1,14.454927886097797
QF1083,2024-04-08 00:00:00,High School Teacher,Free,06-08-2024,True,2024-04,145,25,1.0,567.0,1,15.6792297178148
QF1084,2024-04-08 00:00:00,High School Teacher,Pro,12-08-2024,True,2024-04,145,19,7.0,567.0,1,26.74211890553859
QF1085,2024-04-09 00:00:00,Language Instructor,Basic,14-09-2024,True,2024-04,144,23,4.0,566.0,1,21.798475824459466
QF1086,2024-04-09 00:00:00,Corporate Trainer,Enterprise,25-09-2024,True,2024-04,144,4,6.0,566.0,1,25.285554011498398
QF1087,2024-04-09 00:00:00,High School Teacher,Free,29-09-2024,True,2024-04,144,20,1.0,566.0,1,15.07297727227963
QF1088,2024-04-09 00:00:00,Content Creator,Free,29-09-2024,False,2024-04,144,13,2.0,566.0,1,21.957617306962106
QF1089,2024-04-09 00:00:00,High School Teacher,Enterprise,09-09-2024,True,2024-04,144,16,12.0,566.0,0,31.47227849499315
QF1090,2024-04-10 00:00:00,HR Professional,Basic,15-10-2024,True,2024-04,143,13,5.0,565.0,1,18.136840693830358
QF1091,2024-04-10 00:00:00,University Professor,Free,06-10-2024,False,2024-04,143,18,1.0,565.0,1,24.783742478426337
QF1092,2024-04-10 00:00:00,Language Instructor,Basic,13-10-2024,False,2024-04,143,8,4.0,565.0,1,15.466356901428545
QF1093,2024-04-10 00:00:00,HR Professional,Basic,02-11-2024,True,2024-04,143,4,1.0,565.0,1,25.475602991972547
QF1094,2024-04-11 00:00:00,STEM Educator,Basic,17-11-2024,False,2024-04,142,15,2.0,564.0,1,25.329209589033816
QF1095,2024-04-11 00:00:00,University Professor,Free,05-11-2024,False,2024-04,142,6,0.0,564.0,1,6.750362062514399
QF1096,2024-04-11 00:00:00,High School Teacher,Enterprise,06-11-2024,False,2024-04,142,18,15.0,564.0,0,19.830279916419126
QF1097,2024-04-12 00:00:00,Corporate Trainer,Basic,09-12-2024,False,2024-04,141,9,6.0,563.0,1,14.746757131540871
QF1098,2024-04-12 00:00:00,Content Creator,Free,28-12-2024,False,2024-04,141,24,2.0,563.0,1,19.71037796547992
QF1099,2024-04-12 00:00:00,K-12 Tutor,Enterprise,17-12-2024,True,2024-04,141,16,14.0,563.0,0,23.098066405378518
QF1100,2024-04-12 00:00:00,High School Teacher,Free,30-12-2024,True,2024-04,141,19,1.0,563.0,1,16.79349249146856
QF1101,2024-12-08 17:02:56,Corporate Trainer,Enterprise,06-08-2024,True,2024-04,140,25,7.0,576.0,2,12.400549079036498
QF1102,2024-11-11 00:00:00,University Professor,Basic,19-08-2024,False,2024-04,140,6,5.0,350.0,1,15.494042564110929
QF1103,2024-12-06 09:09:30,Content Creator,Basic,10-08-2024,True,2024-04,140,21,3.0,486.0,2,11.225131015503496
QF1104,2024-01-03 00:00:00,University Professor,Pro,15-08-2024,True,2024-04,139,16,1.0,663.0,1,13.23428306016614
QF1105,2024-02-08 00:00:00,High School Teacher,Free,15-08-2024,False,2024-04,139,3,3.0,627.0,1,9.330213783755891
QF1106,2024-05-04 00:00:00,Corporate Trainer,Basic,16-08-2024,True,2024-04,139,15,1.0,541.0,1,8.813292312856495
QF1107,2024-06-02 20:31:37,University Professor,Basic,13-08-2024,False,2024-04,138,21,4.0,356.0,2,22.882144769858385
QF1108,2024-08-18 00:14:33,K-12 Tutor,Basic,26-08-2024,True,2024-04,138,5,5.0,354.0,2,21.74904552532498
QF1109,2024-02-06 00:00:00,High School Teacher,Basic,13-08-2024,True,2024-04,138,18,2.0,629.0,1,13.020740528114814
QF1110,2024-03-06 00:00:00,STEM Educator,Basic,17-08-2024,True,2024-04,138,14,1.0,600.0,1,24.428972634929227
QF1111,2024-02-09 00:00:00,K-12 Tutor,Basic,25-08-2024,True,2024-04,137,6,4.0,626.0,1,23.478402930489963
QF1112,2024-06-11 00:00:00,Content Creator,Basic,29-08-2024,False,2024-04,137,25,7.0,503.0,1,15.820209258394272
QF1113,2024-01-05 16:55:06,STEM Educator,Basic,29-08-2024,True,2024-04,137,2,11.0,436.0,0,30.89106286468187
QF1114,2024-04-11 00:00:00,Corporate Trainer,Basic,17-08-2024,True,2024-04,136,14,3.0,564.0,1,21.526170261885156
QF1115,2024-07-31 23:41:16,Language Instructor,Free,04-08-2024,False,2024-04,136,4,2.0,583.0,2,24.473397393764746
QF1116,2024-09-17 15:45:14,Corporate Trainer,Enterprise,11-08-2024,True,2024-04,135,20,14.0,505.0,0,29.481514652877337
QF1117,2024-07-10 00:00:00,High School Teacher,Free,17-08-2024,True,2024-04,135,14,1.0,474.0,1,13.35384737131393
QF1118,2024-07-01 01:46:18,Corporate Trainer,Basic,13-08-2024,False,2024-04,134,20,4.0,564.0,2,15.169480397823852
QF1119,2024-02-09 00:00:00,High School Teacher,Basic,22-08-2024,False,2024-04,134,22,1.0,626.0,1,20.174976768194245
QF1120,2024-12-04 00:00:00,University Professor,Pro,19-08-2024,True,2024-04,134,12,4.0,327.0,1,12.244142051892629
QF1121,2024-03-05 00:19:41,Content Creator,Free,27-08-2024,True,2024-04,133,4,1.0,454.0,2,18.922039458730822
QF1122,2024-04-23 11:08:16,High School Teacher,Free,29-08-2024,False,2024-04,133,27,5.0,516.0,2,10.27251207291149
QF1123,2024-07-05 00:00:00,Corporate Trainer,Pro,29-08-2024,True,2024-04,133,2,1.0,479.0,1,21.311969892157443
QF1124,2024-11-06 21:03:45,High School Teacher,Basic,29-08-2024,True,2024-04,133,2,9.0,591.0,0,21.140661584364853
QF1125,2024-01-14 09:44:00,HR Professional,Basic,09-08-2024,False,2024-04,133,18,7.0,632.0,2,29.951343793581483
QF1126,2024-12-04 14:09:03,High School Teacher,Free,30-08-2024,True,2024-04,133,1,1.0,497.0,2,7.6862684349307555
QF1127,2024-11-24 00:11:46,High School Teacher,Basic,05-08-2024,False,2024-04,132,27,1.0,358.0,2,14.819209227404217
QF1128,2024-04-08 20:39:39,University Professor,Basic,12-08-2024,True,2024-04,132,19,3.0,543.0,2,15.140466354774961
QF1129,2024-10-07 00:00:00,Corporate Trainer,Free,14-08-2024,False,2024-04,132,13,1.0,385.0,1,8.24018958691367
QF1130,2024-05-04 00:00:00,HR Professional,Basic,08-08-2024,True,2024-04,132,23,1.0,541.0,1,9.319249797349235
QF1131,2024-03-06 00:00:00,K-12 Tutor,Free,01-08-2024,False,2024-04,132,25,1.0,600.0,1,18.626290902039113
QF1132,2024-07-26 01:44:19,High School Teacher,Free,15-08-2024,False,2024-04,132,16,1.0,625.0,2,24.375760891641455
QF1133,2024-07-04 18:27:23,University Professor,Pro,04-08-2024,True,2024-04,131,27,6.0,533.0,2,18.345574099419345
QF1134,2024-11-08 19:41:40,High School Teacher,Free,21-08-2024,False,2024-04,131,27,0.0,503.0,2,5.933677268290314
QF1135,2024-08-06 14:38:30,High School Teacher,Pro,18-08-2024,True,2024-04,131,13,5.0,537.0,2,29.277097755492676
QF1136,2024-02-23 23:49:16,Corporate Trainer,Basic,04-08-2024,True,2024-04,131,27,3.0,645.0,2,12.7042986243463
QF1137,2024-08-30 10:50:51,University Professor,Pro,26-08-2024,True,2024-04,131,5,4.0,616.0,2,14.090776888539851
QF1138,2024-12-10 11:46:50,Corporate Trainer,Basic,30-08-2024,True,2024-04,130,1,3.0,460.0,2,12.679069681222462
QF1139,2024-10-11 21:41:58,HR Professional,Basic,04-08-2024,True,2024-04,130,27,2.0,557.0,2,18.88880091069902
QF1140,2024-06-11 00:00:00,Corporate Trainer,Basic,14-08-2024,True,2024-04,129,17,5.0,503.0,1,15.140934941216988
QF1141,2024-07-06 07:16:55,HR Professional,Basic,13-08-2024,True,2024-04,129,18,1.0,629.0,2,8.561978219640721
QF1142,2024-06-07 01:51:42,Content Creator,Free,06-08-2024,True,2024-04,129,25,1.0,581.0,2,20.732501180084682
QF1143,2024-10-04 08:12:05,Corporate Trainer,Enterprise,13-08-2024,True,2024-04,129,18,21.0,516.0,0,37.98768986592129
QF1144,2024-06-08 10:22:48,High School Teacher,Free,04-08-2024,False,2024-04,128,4,3.0,569.0,2,12.92017201441212
QF1145,2024-06-05 00:00:00,K-12 Tutor,Pro,18-08-2024,True,2024-04,128,13,3.0,509.0,1,25.634735889510956
QF1146,2024-08-02 00:00:00,STEM Educator,Free,27-08-2024,False,2024-04,127,8,4.0,451.0,1,11.478179226238504
QF1147,2024-08-08 00:00:00,Content Creator,Free,15-08-2024,True,2024-04,127,16,1.0,445.0,1,19.62850222730339
QF1148,2024-08-30 07:31:33,University Professor,Pro,30-08-2024,True,2024-04,126,1,6.0,572.0,2,14.45550723867586
QF1149,2024-10-21 18:55:39,STEM Educator,Free,09-08-2024,False,2024-04,126,24,1.0,492.0,2,20.241925276107526
QF1150,2024-09-21 22:29:18,Language Instructor,Basic,04-08-2024,True,2024-04,126,27,1.0,320.0,2,20.190968340888748
QF1151,2024-05-15 01:36:53,K-12 Tutor,Free,25-08-2024,False,2024-04,126,18,1.0,661.0,2,9.687536250329336
QF1152,2024-06-04 00:00:00,Corporate Trainer,Basic,06-08-2024,True,2024-04,125,25,1.0,510.0,1,7.786695887370402
QF1153,2024-12-02 00:00:00,HR Professional,Basic,04-08-2024,True,2024-04,125,27,1.0,329.0,1,9.545617836182743
QF1154,2024-09-26 18:57:35,High School Teacher,Free,15-08-2024,True,2024-04,125,16,1.0,404.0,2,19.314418336950805
QF1155,2024-10-03 00:00:00,HR Professional,Basic,16-08-2024,True,2024-04,125,15,7.0,389.0,1,17.406826913099653
QF1156,2024-01-03 03:49:48,HR Professional,Free,06-08-2024,False,2024-04,125,20,5.0,465.0,2,13.900769627663598
QF1157,2024-08-01 00:00:00,High School Teacher,Free,28-08-2024,False,2024-04,125,30,3.0,452.0,1,11.483710503836765
QF1158,2024-05-07 22:31:57,Language Instructor,Basic,09-08-2024,False,2024-04,125,20,2.0,624.0,2,11.518187827603379
QF1159,2024-04-12 07:03:36,Corporate Trainer,Free,14-08-2024,False,2024-04,125,10,1.0,649.0,2,13.170876662191016
QF1160,2024-01-11 00:00:00,Language Instructor,Basic,17-08-2024,True,2024-04,125,14,1.0,655.0,1,22.40536262399625
QF1161,2024-07-01 11:36:44,Content Creator,Free,30-08-2024,False,2024-04,124,14,1.0,550.0,2,16.80006505214865
QF1162,2024-11-02 00:00:00,High School Teacher,Free,11-08-2024,False,2024-04,123,12,1.0,359.0,1,15.670507177326117
QF1163,2024-10-17 04:18:34,Content Creator,Free,10-08-2024,False,2024-04,123,12,3.0,494.0,2,24.19751452868039
QF1164,2024-05-01 00:00:00,High School Teacher,Basic,29-08-2024,True,2024-05,122,2,3.0,544.0,1,12.160263102421606
QF1165,2024-05-01 00:00:00,High School Teacher,Free,07-08-2024,True,2024-05,122,24,1.0,544.0,1,10.73498645740504
QF1166,2024-05-01 00:00:00,Corporate Trainer,Pro,04-08-2024,True,2024-05,122,27,5.0,544.0,1,21.524956400678413
QF1167,2024-05-02 00:00:00,Corporate Trainer,Basic,27-08-2024,True,2024-05,121,4,3.0,543.0,1,16.475898948416322
QF1168,2024-05-02 00:00:00,Content Creator,Free,13-08-2024,True,2024-05,121,18,1.0,543.0,1,5.916330285571712
QF1169,2024-05-02 00:00:00,University Professor,Basic,13-08-2024,True,2024-05,121,18,1.0,543.0,1,12.381430563841139
QF1170,2024-05-02 00:00:00,Corporate Trainer,Free,04-08-2024,False,2024-05,121,21,1.0,543.0,1,18.64488556078204
QF1171,2024-05-02 00:00:00,Corporate Trainer,Free,25-08-2024,True,2024-05,121,6,0.0,543.0,1,7.376601947888199
QF1172,2024-05-03 00:00:00,High School Teacher,Free,15-08-2024,False,2024-05,120,7,1.0,542.0,1,7.130075439337277
QF1173,2024-05-03 00:00:00,HR Professional,Basic,26-08-2024,True,2024-05,120,5,5.0,542.0,1,20.48842013810757
QF1174,2024-05-03 00:00:00,Corporate Trainer,Pro,29-08-2024,True,2024-05,120,2,2.0,542.0,1,20.084611446670422
QF1175,2024-05-03 00:00:00,STEM Educator,Free,08-08-2024,True,2024-05,120,23,2.0,542.0,1,17.320194708465188
QF1176,2024-05-03 00:00:00,Corporate Trainer,Enterprise,09-08-2024,True,2024-05,120,22,9.0,542.0,0,13.813704815747124
QF1177,2024-05-03 00:00:00,University Professor,Pro,10-08-2024,True,2024-05,120,21,10.0,542.0,0,25.123524138928776
QF1178,2024-05-04 00:00:00,High School Teacher,Basic,18-08-2024,True,2024-05,119,13,2.0,541.0,1,23.618058786948954
QF1179,2024-05-04 00:00:00,High School Teacher,Free,19-08-2024,False,2024-05,119,19,2.0,541.0,1,18.679467245329107
QF1180,2024-05-05 00:00:00,Corporate Trainer,Pro,29-08-2024,False,2024-05,118,19,3.0,540.0,1,25.486417301094104
QF1181,2024-05-05 00:00:00,University Professor,Enterprise,07-08-2024,True,2024-05,118,24,14.0,540.0,0,33.02940480895974
QF1182,2024-05-05 00:00:00,University Professor,Basic,25-08-2024,True,2024-05,118,6,1.0,540.0,1,20.9936466363857
QF1183,2024-05-05 00:00:00,Language Instructor,Free,16-08-2024,True,2024-05,118,15,1.0,540.0,1,16.052770560905245
QF1184,2024-05-05 00:00:00,Corporate Trainer,Free,12-08-2024,True,2024-05,118,19,1.0,540.0,1,16.64878117424885
QF1185,2024-05-05 00:00:00,High School Teacher,Basic,02-08-2024,True,2024-05,118,29,4.0,540.0,1,15.823687443680138
QF1186,2024-05-06 00:00:00,University Professor,Basic,13-08-2024,True,2024-05,117,18,9.0,539.0,0,22.123021570744772
QF1187,2024-05-07 00:00:00,High School Teacher,Free,16-08-2024,False,2024-05,116,2,2.0,538.0,1,13.56543606810354
QF1188,2024-05-07 00:00:00,Corporate Trainer,Basic,27-08-2024,True,2024-05,116,4,1.0,538.0,1,8.028281746197791
QF1189,2024-05-07 00:00:00,Corporate Trainer,Enterprise,01-08-2024,True,2024-05,116,30,14.0,538.0,0,18.74752391630184
QF1190,2024-05-07 00:00:00,High School Teacher,Free,11-08-2024,False,2024-05,116,27,1.0,538.0,1,13.952919718621754
QF1191,2024-05-07 00:00:00,Content Creator,Free,10-08-2024,True,2024-05,116,21,1.0,538.0,1,23.42607512605556
QF1192,2024-05-08 00:00:00,STEM Educator,Free,27-08-2024,False,2024-05,115,3,2.0,537.0,1,23.108216944873842
QF1193,2024-05-08 00:00:00,University Professor,Basic,11-08-2024,True,2024-05,115,20,3.0,537.0,1,22.605250089601466
QF1194,2024-05-08 00:00:00,High School Teacher,Free,11-08-2024,False,2024-05,115,4,2.0,537.0,1,23.9547344590059
QF1195,2024-05-08 00:00:00,High School Teacher,Free,13-08-2024,True,2024-05,115,18,3.0,537.0,1,26.845016772986817
QF1196,2024-05-08 00:00:00,K-12 Tutor,Free,22-08-2024,True,2024-05,115,9,1.0,537.0,1,21.633463295084926
QF1197,2024-05-09 00:00:00,Corporate Trainer,Basic,22-09-2024,False,2024-05,114,18,1.0,536.0,1,6.461128293778977
QF1198,2024-05-09 00:00:00,HR Professional,Enterprise,27-09-2024,False,2024-05,114,27,4.0,536.0,1,20.604942897606538
QF1199,2024-05-09 00:00:00,STEM Educator,Free,13-09-2024,False,2024-05,114,5,4.0,536.0,1,17.733372348374235
QF1200,2024-05-09 00:00:00,Content Creator,Free,20-09-2024,False,2024-05,114,14,6.0,536.0,1,17.51754012464002
QF1201,2024-05-09 00:00:00,Content Creator,Basic,11-09-2024,True,2024-05,114,17,1.0,536.0,1,20.43244554951944
QF1202,2024-05-09 00:00:00,Corporate Trainer,Basic,28-09-2024,False,2024-05,114,7,2.0,536.0,1,9.99739828626494
QF1203,2024-05-09 00:00:00,University Professor,Basic,30-09-2024,True,2024-05,114,6,1.0,536.0,1,25.087052714118638
QF1204,2024-05-10 00:00:00,HR Professional,Free,10-10-2024,False,2024-05,113,23,0.0,535.0,1,16.577767560302547
QF1205,2024-05-10 00:00:00,Content Creator,Pro,14-10-2024,False,2024-05,113,20,2.0,535.0,1,22.84214730972328
QF1206,2024-05-10 00:00:00,Content Creator,Basic,27-10-2024,True,2024-05,113,6,1.0,535.0,1,18.10185431092365
QF1207,2024-05-10 00:00:00,High School Teacher,Free,07-10-2024,False,2024-05,113,20,3.0,535.0,1,23.028344367562312
QF1208,2024-05-10 00:00:00,STEM Educator,Free,08-10-2024,False,2024-05,113,2,1.0,535.0,1,8.383896274784167
QF1209,2024-05-10 00:00:00,Corporate Trainer,Pro,23-10-2024,False,2024-05,113,29,5.0,535.0,1,17.597266542709576
QF1210,2024-05-11 00:00:00,High School Teacher,Free,15-11-2024,False,2024-05,112,24,1.0,534.0,1,10.458917565325564
QF1211,2024-05-11 00:00:00,HR Professional,Enterprise,19-11-2024,True,2024-05,112,16,7.0,534.0,1,21.95671893566079
QF1212,2024-05-11 00:00:00,University Professor,Basic,29-11-2024,True,2024-05,112,16,10.0,534.0,0,15.418413155785013
